-1, 0, 3311
-1, 1, 4900
-1, 2, 4419
-1, 3, 3919
-1, 4, 3926
-1, 5, 2098
-1, 6, 1784
-1, 7, 1646
-1, 8, 991
-1, 9, 1568
-1, 10, 1437
-1, 11, 2185
-1, 12, 1508
-1, 13, 1431
-1, 14, 768
-1, 15, 371
-1, 16, 1367
-1, 17, 3721
-1, 18, 2209
-1, 19, 3050
-1, 20, 2223
-1, 21, 1399
-1, 22, 1768
-1, 23, 1924
-1, 24, 1637
-1, 25, 1141
-1, 26, 1684
-1, 27, 1691
-1, 28, 2302
0, -1, 3294
0, 1, 2139
0, 2, 1738
0, 3, 1238
0, 4, 1245
0, 5, 2242
0, 6, 1608
0, 7, 2169
0, 8, 2287
0, 9, 2090
0, 10, 1622
0, 11, 1514
0, 12, 1957
0, 13, 2024
0, 14, 2313
0, 15, 2947
0, 16, 3125
0, 17, 1924
0, 18, 1350
0, 19, 2099
0, 20, 2305
0, 21, 2216
0, 22, 2585
0, 23, 2756
0, 24, 3585
0, 25, 2900
0, 26, 4242
0, 27, 4249
0, 28, 4466
1, -1, 4872
1, 0, 1889
1, 2, 2173
1, 3, 1673
1, 4, 2022
1, 5, 4451
1, 6, 3816
1, 7, 4377
1, 8, 4495
1, 9, 4299
1, 10, 3201
1, 11, 3093
1, 12, 3536
1, 13, 3602
1, 14, 3892
1, 15, 4525
1, 16, 4703
1, 17, 3125
1, 18, 2928
1, 19, 3678
1, 20, 3883
1, 21, 3794
1, 22, 4163
1, 23, 4334
1, 24, 5163
1, 25, 4478
1, 26, 5820
1, 27, 5827
1, 28, 6044
2, -1, 4708
2, 0, 1414
2, 1, 1813
2, 3, 1198
2, 4, 1547
2, 5, 3804
2, 6, 3170
2, 7, 3731
2, 8, 3849
2, 9, 3652
2, 10, 3036
2, 11, 2929
2, 12, 3371
2, 13, 3438
2, 14, 3727
2, 15, 4361
2, 16, 4539
2, 17, 3338
2, 18, 2764
2, 19, 3513
2, 20, 3719
2, 21, 3630
2, 22, 3999
2, 23, 4170
2, 24, 4999
2, 25, 4314
2, 26, 5656
2, 27, 5663
2, 28, 5880
3, -1, 3892
3, 0, 598
3, 1, 1638
3, 2, 500
3, 4, 731
3, 5, 2988
3, 6, 2354
3, 7, 2915
3, 8, 3033
3, 9, 2836
3, 10, 2220
3, 11, 2113
3, 12, 2556
3, 13, 2622
3, 14, 2911
3, 15, 3545
3, 16, 3723
3, 17, 2523
3, 18, 1948
3, 19, 2698
3, 20, 2903
3, 21, 2814
3, 22, 3183
3, 23, 3354
3, 24, 4183
3, 25, 3498
3, 26, 4840
3, 27, 4847
3, 28, 5064
4, -1, 3853
4, 0, 559
4, 1, 2076
4, 2, 1250
4, 3, 749
4, 5, 2949
4, 6, 2314
4, 7, 2875
4, 8, 2993
4, 9, 2797
4, 10, 2181
4, 11, 2073
4, 12, 2516
4, 13, 2582
4, 14, 2872
4, 15, 3506
4, 16, 3684
4, 17, 2483
4, 18, 1909
4, 19, 2658
4, 20, 2864
4, 21, 2775
4, 22, 3143
4, 23, 3315
4, 24, 4143
4, 25, 3458
4, 26, 4801
4, 27, 4808
4, 28, 5024
5, -1, 3197
5, 0, 1131
5, 1, 3270
5, 2, 2076
5, 3, 1576
5, 4, 1584
5, 6, 770
5, 7, 1332
5, 8, 1449
5, 9, 1253
5, 10, 2753
5, 11, 2646
5, 12, 2339
5, 13, 2406
5, 14, 1734
5, 15, 2850
5, 16, 4256
5, 17, 3055
5, 18, 2481
5, 19, 3230
5, 20, 3436
5, 21, 3347
5, 22, 3716
5, 23, 3887
5, 24, 4716
5, 25, 4031
5, 26, 4145
5, 27, 4152
5, 28, 5597
6, -1, 2519
6, 0, 1075
6, 1, 2664
6, 2, 2183
6, 3, 1682
6, 4, 1690
6, 5, 727
6, 7, 654
6, 8, 772
6, 9, 575
6, 10, 1725
6, 11, 2021
6, 12, 1662
6, 13, 1728
6, 14, 1057
6, 15, 2172
6, 16, 2633
6, 17, 2243
6, 18, 1856
6, 19, 2606
6, 20, 2811
6, 21, 2723
6, 22, 3091
6, 23, 3263
6, 24, 2904
6, 25, 2408
6, 26, 3468
6, 27, 3474
6, 28, 3425
7, -1, 1896
7, 0, 1717
7, 1, 3307
7, 2, 2825
7, 3, 2325
7, 4, 2333
7, 5, 957
7, 6, 643
7, 8, 149
7, 9, 427
7, 10, 1102
7, 11, 1429
7, 12, 1038
7, 13, 1105
7, 14, 433
7, 15, 1549
7, 16, 2010
7, 17, 2886
7, 18, 1624
7, 19, 2464
7, 20, 2379
7, 21, 1936
7, 22, 2305
7, 23, 2567
7, 24, 2281
7, 25, 1784
7, 26, 2844
7, 27, 2851
7, 28, 2801
8, -1, 1727
8, 0, 1847
8, 1, 3436
8, 2, 2955
8, 3, 2455
8, 4, 2462
8, 5, 1086
8, 6, 772
8, 7, 635
8, 9, 556
8, 10, 933
8, 11, 1260
8, 12, 869
8, 13, 936
8, 14, 264
8, 15, 1380
8, 16, 1841
8, 17, 2966
8, 18, 1455
8, 19, 2295
8, 20, 2210
8, 21, 1767
8, 22, 2136
8, 23, 2398
8, 24, 2111
8, 25, 1615
8, 26, 2675
8, 27, 2682
8, 28, 2632
9, -1, 2180
9, 0, 1641
9, 1, 3230
9, 2, 2749
9, 3, 2248
9, 4, 2256
9, 5, 1241
9, 6, 743
9, 7, 279
9, 8, 433
9, 10, 1386
9, 11, 1713
9, 12, 1323
9, 13, 1390
9, 14, 718
9, 15, 1834
9, 16, 2295
9, 17, 2809
9, 18, 1908
9, 19, 2749
9, 20, 2664
9, 21, 2221
9, 22, 2590
9, 23, 2852
9, 24, 2565
9, 25, 2069
9, 26, 3129
9, 27, 3135
9, 28, 3086
10, -1, 1556
10, 0, 1610
10, 1, 3199
10, 2, 2718
10, 3, 2218
10, 4, 2225
10, 5, 2065
10, 6, 1751
10, 7, 1614
10, 8, 959
10, 9, 1535
10, 11, 324
10, 12, 332
10, 13, 399
10, 14, 688
10, 15, 1209
10, 16, 1670
10, 17, 2030
10, 18, 519
10, 19, 1360
10, 20, 1274
10, 21, 1186
10, 22, 1554
10, 23, 1726
10, 24, 1941
10, 25, 1445
10, 26, 2505
10, 27, 2511
10, 28, 2462
11, -1, 2397
11, 0, 1856
11, 1, 3445
11, 2, 2964
11, 3, 2464
11, 4, 2471
11, 5, 4098
11, 6, 3464
11, 7, 4025
11, 8, 1799
11, 9, 3946
11, 10, 838
11, 12, 1173
11, 13, 1239
11, 14, 1529
11, 15, 2050
11, 16, 2511
11, 17, 2266
11, 18, 754
11, 19, 1595
11, 20, 1429
11, 21, 1917
11, 22, 1895
11, 23, 2093
11, 24, 2782
11, 25, 2286
11, 26, 3345
11, 27, 3352
11, 28, 3302
12, -1, 1507
12, 0, 1946
12, 1, 3535
12, 2, 3054
12, 3, 2554
12, 4, 2561
12, 5, 1964
12, 6, 1650
12, 7, 1512
12, 8, 857
12, 9, 1434
12, 10, 333
12, 11, 660
12, 13, 66
12, 14, 587
12, 15, 1160
12, 16, 1338
12, 17, 2366
12, 18, 855
12, 19, 1696
12, 20, 1722
12, 21, 898
12, 22, 1266
12, 23, 1438
12, 24, 1609
12, 25, 1113
12, 26, 2455
12, 27, 2462
12, 28, 2129
13, -1, 1430
13, 0, 2012
13, 1, 3601
13, 2, 3120
13, 3, 2620
13, 4, 2628
13, 5, 2030
13, 6, 1716
13, 7, 1579
13, 8, 924
13, 9, 1500
13, 10, 399
13, 11, 726
13, 12, 66
13, 14, 653
13, 15, 1083
13, 16, 1261
13, 17, 2433
13, 18, 921
13, 19, 1762
13, 20, 1645
13, 21, 821
13, 22, 1189
13, 23, 1361
13, 24, 1532
13, 25, 1036
13, 26, 2378
13, 27, 2385
13, 28, 2052
14, -1, 1463
14, 0, 2281
14, 1, 3871
14, 2, 3389
14, 3, 2889
14, 4, 2897
14, 5, 1377
14, 6, 1063
14, 7, 926
14, 8, 271
14, 9, 847
14, 10, 669
14, 11, 995
14, 12, 605
14, 13, 672
14, 15, 1116
14, 16, 1577
14, 17, 2702
14, 18, 1190
14, 19, 2031
14, 20, 1946
14, 21, 1503
14, 22, 1872
14, 23, 2134
14, 24, 1847
14, 25, 1351
14, 26, 2411
14, 27, 2418
14, 28, 2368
15, -1, 348
15, 0, 2940
15, 1, 4529
15, 2, 4048
15, 3, 3548
15, 4, 3556
15, 5, 1887
15, 6, 1573
15, 7, 1436
15, 8, 781
15, 9, 1357
15, 10, 1470
15, 11, 1815
15, 12, 1138
15, 13, 1060
15, 14, 558
15, 16, 996
15, 17, 3350
15, 18, 1839
15, 19, 2680
15, 20, 1853
15, 21, 1029
15, 22, 1398
15, 23, 1553
15, 24, 1267
15, 25, 771
15, 26, 1297
15, 27, 1303
15, 28, 1915
16, -1, 975
16, 0, 2454
16, 1, 4043
16, 2, 3562
16, 3, 3062
16, 4, 3070
16, 5, 2516
16, 6, 2202
16, 7, 2065
16, 8, 1409
16, 9, 1986
16, 10, 984
16, 11, 1328
16, 12, 651
16, 13, 574
16, 14, 1238
16, 15, 628
16, 17, 2864
16, 18, 1353
16, 19, 2193
16, 20, 1366
16, 21, 542
16, 22, 911
16, 23, 1082
16, 24, 1077
16, 25, 581
16, 26, 1924
16, 27, 1930
16, 28, 1598
17, -1, 3710
17, 0, 2171
17, 1, 2893
17, 2, 3279
17, 3, 2779
17, 4, 2787
17, 5, 4414
17, 6, 3779
17, 7, 4340
17, 8, 3002
17, 9, 4262
17, 10, 2040
17, 11, 1932
17, 12, 2375
17, 13, 2441
17, 14, 2731
17, 15, 3363
17, 16, 3541
17, 18, 1537
17, 19, 2287
17, 20, 2353
17, 21, 2632
17, 22, 2819
17, 23, 3172
17, 24, 4001
17, 25, 3316
17, 26, 4658
17, 27, 4665
17, 28, 4882
18, -1, 2240
18, 0, 1498
18, 1, 2804
18, 2, 2606
18, 3, 2106
18, 4, 2114
18, 5, 3741
18, 6, 3106
18, 7, 3667
18, 8, 1541
18, 9, 3589
18, 10, 579
18, 11, 471
18, 12, 914
18, 13, 980
18, 14, 1270
18, 15, 1893
18, 16, 2071
18, 17, 1512
18, 19, 841
18, 20, 892
18, 21, 1162
18, 22, 1358
18, 23, 1556
18, 24, 2385
18, 25, 1846
18, 26, 3188
18, 27, 3195
18, 28, 3412
19, -1, 3031
19, 0, 2387
19, 1, 3670
19, 2, 3495
19, 3, 2995
19, 4, 3003
19, 5, 4630
19, 6, 3995
19, 7, 4557
19, 8, 2331
19, 9, 4478
19, 10, 1369
19, 11, 1262
19, 12, 1704
19, 13, 1771
19, 14, 2060
19, 15, 2684
19, 16, 2862
19, 17, 2378
19, 18, 867
19, 20, 1682
19, 21, 1953
19, 22, 2149
19, 23, 2347
19, 24, 3176
19, 25, 2636
19, 26, 3979
19, 27, 3986
19, 28, 4202
20, -1, 2194
20, 0, 2368
20, 1, 3957
20, 2, 3476
20, 3, 2975
20, 4, 2983
20, 5, 3710
20, 6, 3976
20, 7, 3259
20, 8, 2604
20, 9, 3180
20, 10, 1349
20, 11, 1242
20, 12, 1746
20, 13, 1669
20, 14, 2333
20, 15, 1847
20, 16, 2234
20, 17, 2778
20, 18, 1266
20, 19, 2107
20, 21, 1116
20, 22, 1214
20, 23, 1412
20, 24, 2241
20, 25, 1800
20, 26, 3142
20, 27, 3149
20, 28, 3122
21, -1, 1370
21, 0, 2204
21, 1, 3793
21, 2, 3312
21, 3, 2812
21, 4, 2820
21, 5, 2886
21, 6, 3812
21, 7, 2435
21, 8, 1780
21, 9, 2356
21, 10, 1186
21, 11, 1078
21, 12, 923
21, 13, 845
21, 14, 1509
21, 15, 1024
21, 16, 1362
21, 17, 2614
21, 18, 1103
21, 19, 1943
21, 20, 1116
21, 22, 369
21, 23, 540
21, 24, 1369
21, 25, 976
21, 26, 2319
21, 27, 2325
21, 28, 2250
22, -1, 1799
22, 0, 2632
22, 1, 4222
22, 2, 3741
22, 3, 3240
22, 4, 3248
22, 5, 3315
22, 6, 4241
22, 7, 2863
22, 8, 2208
22, 9, 2785
22, 10, 1614
22, 11, 1507
22, 12, 1351
22, 13, 1274
22, 14, 1938
22, 15, 1452
22, 16, 1020
22, 17, 3043
22, 18, 1531
22, 19, 2372
22, 20, 1545
22, 21, 428
22, 23, 198
22, 24, 1027
22, 25, 1074
22, 26, 2474
22, 27, 2480
22, 28, 1908
23, -1, 2250
23, 0, 2699
23, 1, 4288
23, 2, 3807
23, 3, 3307
23, 4, 3315
23, 5, 3429
23, 6, 4307
23, 7, 2977
23, 8, 2322
23, 9, 2899
23, 10, 1681
23, 11, 1573
23, 12, 1418
23, 13, 1341
23, 14, 2004
23, 15, 1541
23, 16, 995
23, 17, 3109
23, 18, 1598
23, 19, 2439
23, 20, 1612
23, 21, 495
23, 22, 169
23, 24, 1002
23, 25, 1049
23, 26, 2449
23, 27, 2456
23, 28, 2066
24, -1, 1481
24, 0, 3511
24, 1, 5100
24, 2, 4619
24, 3, 4119
24, 4, 4127
24, 5, 3409
24, 6, 3095
24, 7, 2957
24, 8, 2302
24, 9, 2879
24, 10, 2041
24, 11, 2385
24, 12, 1708
24, 13, 1631
24, 14, 2295
24, 15, 1364
24, 16, 758
24, 17, 3921
24, 18, 2410
24, 19, 3251
24, 20, 2424
24, 21, 1488
24, 22, 1161
24, 23, 1166
24, 25, 842
24, 26, 1680
24, 27, 1687
24, 28, 1297
25, -1, 1437
25, 0, 2906
25, 1, 4495
25, 2, 4014
25, 3, 3514
25, 4, 3522
25, 5, 2646
25, 6, 2332
25, 7, 2195
25, 8, 1540
25, 9, 2116
25, 10, 1436
25, 11, 1780
25, 12, 1103
25, 13, 1026
25, 14, 1690
25, 15, 759
25, 16, 492
25, 17, 3316
25, 18, 1805
25, 19, 2645
25, 20, 1818
25, 21, 995
25, 22, 1045
25, 23, 1049
25, 24, 763
25, 26, 1636
25, 27, 1642
25, 28, 1253
26, -1, 1229
26, 0, 4302
26, 1, 5891
26, 2, 5410
26, 3, 4910
26, 4, 4918
26, 5, 3157
26, 6, 2843
26, 7, 2705
26, 8, 2050
26, 9, 2627
26, 10, 2832
26, 11, 3176
26, 12, 2499
26, 13, 2422
26, 14, 1827
26, 15, 1429
26, 16, 1889
26, 17, 4712
26, 18, 3201
26, 19, 4042
26, 20, 3215
26, 21, 2391
26, 22, 2441
26, 23, 2446
26, 24, 2159
26, 25, 1632
26, 27, 295
26, 28, 2124
27, -1, 1231
27, 0, 4304
27, 1, 5893
27, 2, 5412
27, 3, 4911
27, 4, 4919
27, 5, 3158
27, 6, 2844
27, 7, 2707
27, 8, 2052
27, 9, 2628
27, 10, 2834
27, 11, 3178
27, 12, 2501
27, 13, 2424
27, 14, 1828
27, 15, 1431
27, 16, 1890
27, 17, 4714
27, 18, 3202
27, 19, 4043
27, 20, 3216
27, 21, 2392
27, 22, 2443
27, 23, 2447
27, 24, 2161
27, 25, 1634
27, 26, 295
27, 28, 2125
28, -1, 1883
28, 0, 4314
28, 1, 5903
28, 2, 5422
28, 3, 4922
28, 4, 4930
28, 5, 3810
28, 6, 3496
28, 7, 3358
28, 8, 2703
28, 9, 3280
28, 10, 2442
28, 11, 3188
28, 12, 2109
28, 13, 2032
28, 14, 2696
28, 15, 1765
28, 16, 1499
28, 17, 4724
28, 18, 3213
28, 19, 4054
28, 20, 3227
28, 21, 2110
28, 22, 1784
28, 23, 1880
28, 24, 1769
28, 25, 1243
28, 26, 2081
28, 27, 2088
